name,year,team,position
Andy Sugarman,2015,St. Louis Rams,Offensive Quality Control
Mike Waufle,2015,St. Louis Rams,Defensive Line
Clyde Simmons,2015,St. Louis Rams,Assistant Defensive Line
Frank Bush,2015,St. Louis Rams,Linebackers
Joe Bowden,2015,St. Louis Rams,Assistant Linebackers
Chuck Cecil,2015,St. Louis Rams,Secondary
Brandon Fisher,2015,St. Louis Rams,Assistant Secondary
Dennard Wilson,2015,St. Louis Rams,Defensive Quality Control
Rock Gullickson,2015,St. Louis Rams,Head Strength And Conditioning
Adam Bailey,2015,St. Louis Rams,Assistant Strength And Conditioning
JAggabao,2015,St. Louis Rams,Assistant Strength And Conditioning
Lovie Smith,2015,Tampa Bay Buccaneers,Head Coach
Mike Bajakian,2015,Tampa Bay Buccaneers,Quarterbacks
Tim Spencer,2015,Tampa Bay Buccaneers,Running Backs
Andrew Hayes-Stoker,2015,Tampa Bay Buccaneers,Wide Receivers
Jon Embree,2015,Tampa Bay Buccaneers,Tight Ends
George Warhop,2015,Tampa Bay Buccaneers,Offensive Line
Butch Barry,2015,Tampa Bay Buccaneers,Assistant Offensive Line
Ben Steele,2015,Tampa Bay Buccaneers,Offensive Quality Control
Joe Cullen,2015,Tampa Bay Buccaneers,Defensive Line
Paul Spicer,2015,Tampa Bay Buccaneers,Assistant Defensive Line
Hardy Nickerson,2015,Tampa Bay Buccaneers,Linebackers
Gill Byrd,2015,Tampa Bay Buccaneers,Cornerbacks
Mikal Smith,2015,Tampa Bay Buccaneers,Safeties
Dave Borgonzi,2015,Tampa Bay Buccaneers,Defensive Quality Control
Carlos Polk,2015,Tampa Bay Buccaneers,Assistant Special Teams
Ken Whisenhunt,2015,Tennessee Titans,Head Coach
Mike Mularkey,2015,Tennessee Titans,Interim Head Coach/Tight Ends
Dick LeBeau,2015,Tennessee Titans,Assistant Head Coach/Defense
John McNulty,2015,Tennessee Titans,Quarterbacks
Sylvester Croom,2015,Tennessee Titans,Running Backs
Shawn Jefferson,2015,Tennessee Titans,Wide Receivers
Jason Tucker,2015,Tennessee Titans,Assistant Wide Receivers
Mike Mularkey,2015,Tennessee Titans,Interim Head Coach/Tight Ends
Arthur Smith,2015,Tennessee Titans,Assistant Tight Ends/Offensive Line
Bob Bostad,2015,Tennessee Titans,Offensive Line
Mike Sullivan,2015,Tennessee Titans,Assistant Offensive Line
Luke Steckel,2015,Tennessee Titans,Offensive Assistant
Giff Smith,2015,Tennessee Titans,Defensive Line
Nick Eason,2015,Tennessee Titans,Assistant Defensive Line
Lou Spanos,2015,Tennessee Titans,Linebackers
Steve Brown,2015,Tennessee Titans,Assistant Secondary
Cannon Matthews,2015,Tennessee Titans,Defensive Quality Control
Nate Kaczor,2015,Tennessee Titans,Special Teams
Steve Hoffman,2015,Tennessee Titans,Assistant Special Teams
Jay Gruden,2015,Washington Redskins,Head Coach
Matt Cavanaugh,2015,Washington Redskins,Quarterbacks
Randy Jordan,2015,Washington Redskins,Running Backs
Ike Hilliard,2015,Washington Redskins,Wide Receivers
Wes Phillips,2015,Washington Redskins,Tight Ends
Bill Callahan,2015,Washington Redskins,Offensive Line
Shane Day,2015,Washington Redskins,Offensive Quality Control/Assistant Offensive Line
Dave Ragone,2015,Washington Redskins,Offensive Quality Control
Robb Akey,2015,Washington Redskins,Defensive Line
Kirk Olivadotti,2015,Washington Redskins,Linebackers
Perry Fewell,2015,Washington Redskins,Defensive Backs
Aubrey Pleasant,2015,Washington Redskins,Defensive Quality Control
Chad Grimm,2015,Washington Redskins,Defensive Quality Control
Bradford Banta,2015,Washington Redskins,Assistant Special Teams
Mike Clark,2015,Washington Redskins,Head Strength And Conditioning
Chad Englehart,2015,Washington Redskins,Assistant Strength And Conditioning
Larry Hess,2015,Washington Redskins,Head Athletic Trainer
Bruce Arians,2016,Arizona Cardinals,Head Coach
Tom Moore,2016,Arizona Cardinals,Assistant Head Coach/Offense
Freddie Kitchens,2016,Arizona Cardinals,Quarterbacks
Stump Mitchell,2016,Arizona Cardinals,Running Backs
Darryl Drake,2016,Arizona Cardinals,Wide Receivers
Rick Christophel,2016,Arizona Cardinals,Tight Ends
Steve Heiden,2016,Arizona Cardinals,Assistant Tight Ends/Assistant Special Teams
Larry Zierlein,2016,Arizona Cardinals,Assistant Offensive Line
Kevin Garver,2016,Arizona Cardinals,Offensive Assistant
Brentson Buckner,2016,Arizona Cardinals,Defensive Line
Bob Sanders,2016,Arizona Cardinals,Outside Linebackers
Larry Foote,2016,Arizona Cardinals,Inside Linebackers
Nick Rapone,2016,Arizona Cardinals,Defensive Backs
Kevin Ross,2016,Arizona Cardinals,Cornerbacks
Mike Chiurco,2016,Arizona Cardinals,Defensive Assistant/Defensive Backs
Tom Pratt,2016,Arizona Cardinals,Pass Rush Specialist
Anthony Blevins,2016,Arizona Cardinals,Assistant Special Teams
Buddy Morris,2016,Arizona Cardinals,Strength And Conditioning
Roger Kingdom,2016,Arizona Cardinals,Assistant Strength And Conditioning
Dan Quinn,2016,Atlanta Falcons,Head Coach
Raheem Morris,2016,Atlanta Falcons,Assistant Head Coach/Wide Receivers
Matt LaFleur,2016,Atlanta Falcons,Quarterbacks
Bobby Turner,2016,Atlanta Falcons,Running Backs
Wade Harman,2016,Atlanta Falcons,Tight Ends
Chris Morgan,2016,Atlanta Falcons,Offensive Line
Keith Carter,2016,Atlanta Falcons,Assistant Offensive Line
Mike McDaniel,2016,Atlanta Falcons,Offensive Assistant
Mike LaFleur,2016,Atlanta Falcons,Offensive Assistant
Bryan Cox,2016,Atlanta Falcons,Defensive Line
Jeff Ulbrich,2016,Atlanta Falcons,Linebackers
Marquand Manuel,2016,Atlanta Falcons,Senior Defensive Assistant/Secondary
Doug Mallory,2016,Atlanta Falcons,Defensive Assistant/Linebackers
Chad Walker,2016,Atlanta Falcons,Defensive Assistant/Defensive Backs
Eric Sutulovich,2016,Atlanta Falcons,Assistant Special Teams
Lance Schulters,2016,Atlanta Falcons,Special Teams Intern
Steve Scarnecchia,2016,Atlanta Falcons,Assistant To The Head Coach
Jesse Ackerman,2016,Atlanta Falcons,Head Strength And Conditioning
Jonas Beauchemin,2016,Atlanta Falcons,Assistant Strength And Conditioning
John Harbaugh,2016,Baltimore Ravens,Head Coach
Thomas Hammock,2016,Baltimore Ravens,Running Backs
Bobby Engram,2016,Baltimore Ravens,Wide Receivers
Richard Angulo,2016,Baltimore Ravens,Tight Ends
Juan Castillo,2016,Baltimore Ravens,Offensive Line
Craig Ver Steeg,2016,Baltimore Ravens,Senior Offensive Assistant
Andy Bischoff,2016,Baltimore Ravens,Offensive Assistant
Joe Cullen,2016,Baltimore Ravens,Defensive Line
Don Martindale,2016,Baltimore Ravens,Inside Linebackers
Matt Weiss,2016,Baltimore Ravens,Outside Linebackers
Chris Hewitt,2016,Baltimore Ravens,Defensive Backs
Leslie Frazier,2016,Baltimore Ravens,Secondary
Drew Wilkins,2016,Baltimore Ravens,Defensive Assistant
Mike Macdonald,2016,Baltimore Ravens,Defensive Assistant
Chris Horton,2016,Baltimore Ravens,Assistant Special Teams
Randy Brown,2016,Baltimore Ravens,Kicking Consultant
,2016,Baltimore Ravens,Strength And Conditioning
Juney Barnett,2016,Baltimore Ravens,Assistant Strength And Conditioning
Ron Hughes,2016,Buffalo Bills,Special Assistant
Buddy Nix,2016,Buffalo Bills,Special Assistant
Anthony Lynn,2016,Buffalo Bills,Interim Head Coach/Running Backs
Chris Palmer,2016,Buffalo Bills,Assistant Head Coach/Offense
David Lee,2016,Buffalo Bills,Quarterbacks
Jason Vrable,2016,Buffalo Bills,Assistant Quarterbacks
Sanjay Lal,2016,Buffalo Bills,Wide Receivers
Tony Sparano Jr,2016,Buffalo Bills,Tight Ends
Aaron Kromer,2016,Buffalo Bills,Offensive Line
Pat Meyer,2016,Buffalo Bills,Offensive Assistant
John Blake,2016,Buffalo Bills,Defensive Line
Jason Rebrovich,2016,Buffalo Bills,Assistant Defensive Line
Bobby April III,2016,Buffalo Bills,Linebackers
Jeff Weeks,2016,Buffalo Bills,Outside Linebackers
Tim McDonald,2016,Buffalo Bills,Defensive Backs
Ed Reed,2016,Buffalo Bills,Assistant Defensive Backs
D'Anton Lynn,2016,Buffalo Bills,Defensive Assistant
Danny Crossman,2016,Buffalo Bills,Special Teams
Eric Smith,2016,Buffalo Bills,Assistant Special Teams
Kathryn Smith,2016,Buffalo Bills,Special Teams Quality Control
Eric Ciano,2016,Buffalo Bills,Head Strength And Conditioning
Hal Luther,2016,Buffalo Bills,Assistant Head Strength And Conditioning
Jason Oszvart,2016,Buffalo Bills,Strength And Conditioning Assistant
Dan Liburd,2016,Buffalo Bills,Strength And Conditioning Assistant
Mark Loecher,2016,Buffalo Bills,Strength And Conditioning Assistant
Ron Rivera,2016,Carolina Panthers,Head Coach
Steve Wilks,2016,Carolina Panthers,Assistant Head Coach/Secondary
Ken Dorsey,2016,Carolina Panthers,Quarterbacks
Jim Skipper,2016,Carolina Panthers,Running Backs
Ricky Proehl,2016,Carolina Panthers,Wide Receivers
Cam Turner,2016,Carolina Panthers,Assistant Wide Receivers
Pete Hoener,2016,Carolina Panthers,Tight Ends
Ray Brown,2016,Carolina Panthers,Assistant Offensive Line
Eric Washington,2016,Carolina Panthers,Defensive Line
Sam Mills III,2016,Carolina Panthers,Assistant Defensive Line
Al Holcomb,2016,Carolina Panthers,Linebackers
Richard Rodgers,2016,Carolina Panthers,Assistant Defensive Backs/Safeties
Curtis Fuller,2016,Carolina Panthers,Assistant Defensive Backs/Nickels
Thomas McGaughey,2016,Carolina Panthers,Assistant Special Teams
Joe Kenn,2016,Carolina Panthers,Strength And Conditioning
Jason Benguche,2016,Carolina Panthers,Assistant Strength And Conditioning
John Fox,2016,Chicago Bears,Head Coach
Dave Ragone,2016,Chicago Bears,Quarterbacks
Stan Drayton,2016,Chicago Bears,Running Backs
Curtis Johnson,2016,Chicago Bears,Wide Receivers
Frank Smith,2016,Chicago Bears,Tight Ends
Dave Magazu,2016,Chicago Bears,Offensive Line
Ben Wilkerson,2016,Chicago Bears,Assistant Offensive Line
Kevin Mawae,2016,Chicago Bears,Assistant Offensive Line
Ben McDaniels,2016,Chicago Bears,Offensive Assistant
John Dunn,2016,Chicago Bears,Offensive Quality Control
Jay Rodgers,2016,Chicago Bears,Defensive Line
Glenn Pires,2016,Chicago Bears,Inside Linebackers
Clint Hurtt,2016,Chicago Bears,Outside Linebackers
Ed Donatell,2016,Chicago Bears,Defensive Backs
Sam Garnes,2016,Chicago Bears,Assistant Defensive Backs
Sean Desai,2016,Chicago Bears,Defensive Quality Control
Richard Hightower,2016,Chicago Bears,Assistant Special Teams
Jason George,2016,Chicago Bears,Strength And Conditioning
Rick Perry,2016,Chicago Bears,Assistant Strength And Conditioning
Pierre Ngo,2016,Chicago Bears,Assistant Strength And Conditioning
Marvin Lewis,2016,Cincinnati Bengals,Head Coach
Paul Alexander,2016,Cincinnati Bengals,Assistant Head Coach/Offensive Line
Bill Lazor,2016,Cincinnati Bengals,Quarterbacks
Kyle Caskey,2016,Cincinnati Bengals,Running Backs
James Urban,2016,Cincinnati Bengals,Wide Receivers
Jonathan Hayes,2016,Cincinnati Bengals,Tight Ends
Dan Pitcher,2016,Cincinnati Bengals,Offensive Assistant/Wide Receivers
Brian Braswell,2016,Cincinnati Bengals,Offensive Quality Control/Assistant Offensive Line
Robert Couch,2016,Cincinnati Bengals,Offensive Quality Control/Offensive Line
Jacob Burney,2016,Cincinnati Bengals,Defensive Line
Jim Haslett,2016,Cincinnati Bengals,Linebackers
Kevin Coyle,2016,Cincinnati Bengals,Defensive Backs
Robert Livingston,2016,Cincinnati Bengals,Assistant Defensive Backs
David Lippincott,2016,Cincinnati Bengals,Defensive Quality Control/Assistant Linebackers
Marcus Lewis,2016,Cincinnati Bengals,Defensive Quality Control/Defensive Line
Brayden Coombs,2016,Cincinnati Bengals,Assistant Special Teams/Defensive Quality Control
Chip Morton,2016,Cincinnati Bengals,Head Strength And Conditioning
Jeff Friday,2016,Cincinnati Bengals,Assistant Strength And Conditioning
Jim Brown,2016,Cleveland Browns,Special Advisor
Hue Jackson,2016,Cleveland Browns,Head Coach
Pep Hamilton,2016,Cleveland Browns,Associate Head Coach/Quarterbacks
Al Saunders,2016,Cleveland Browns,Senior Offensive Assistant/Wide Receivers
Greg Seamon,2016,Cleveland Browns,Tight Ends
Hal Hunter,2016,Cleveland Browns,Offensive Line
Mark Hutson,2016,Cleveland Browns,Assistant Offensive Line
Bob Saunders,2016,Cleveland Browns,Offensive Quality Control/Assistant Wide Receivers
Rock Cartwright,2016,Cleveland Browns,Offensive Quality Control/Assistant Running Backs
Robert Nunn,2016,Cleveland Browns,Defensive Line
Ken Delgado,2016,Cleveland Browns,Assistant Defensive Line
Ryan Slowik,2016,Cleveland Browns,Outside Linebackers
Johnny Holland,2016,Cleveland Browns,Inside Linebackers
Louie Cioffi,2016,Cleveland Browns,Defensive Backs
Cannon Matthews,2016,Cleveland Browns,Assistant Defensive Backs
Eric Sanders,2016,Cleveland Browns,Defensive Quality Control
Shawn Mennenga,2016,Cleveland Browns,Special Teams Assistant
Stan Watson,2016,Cleveland Browns,Special Teams Quality Control
Joe Kim,2016,Cleveland Browns,Assistant Strength/Skill Development/Assistant Strength And Conditioning/Skill Development
Derik Keyes,2016,Cleveland Browns,Assistant Strength And Conditioning
Art Tolhurst,2016,Cleveland Browns,Assistant Strength And Conditioning
Ian Jones,2016,Cleveland Browns,Strength And Conditioning Intern/Assistant Strength And Conditioning
Jason Garrett,2016,Dallas Cowboys,Head Coach
Wade Wilson,2016,Dallas Cowboys,Quarterbacks
Gary Brown,2016,Dallas Cowboys,Running Backs
Derek Dooley,2016,Dallas Cowboys,Wide Receivers
Kyle Valero,2016,Dallas Cowboys,Assistant Wide Receivers
Mike Pope,2016,Dallas Cowboys,Tight Ends
Frank Pollack,2016,Dallas Cowboys,Offensive Line
Marc Colombo,2016,Dallas Cowboys,Assistant Offensive Line
Steve Loney,2016,Dallas Cowboys,Senior Offensive Assistant
Leon Lett,2016,Dallas Cowboys,Defensive Tackles
Ben Bloom,2016,Dallas Cowboys,Defensive Ends
Joe Baker,2016,Dallas Cowboys,Secondary
Greg Jackson,2016,Dallas Cowboys,Safeties
Turner West,2016,Dallas Cowboys,Defensive Assistant
Keith O'Quinn,2016,Dallas Cowboys,Assistant Special Teams
Mike Woicik,2016,Dallas Cowboys,Strength And Conditioning
Brett Bech,2016,Dallas Cowboys,Assistant Strength And Conditioning
Kendall Smith,2016,Dallas Cowboys,Assistant Strength And Conditioning
Gary Kubiak,2016,Denver Broncos,Head Coach
Eric Studesville,2016,Denver Broncos,Running Backs
Tyke Tolbert,2016,Denver Broncos,Wide Receivers
Marc Lubick,2016,Denver Broncos,Assistant Wide Receivers
Brian Pariani,2016,Denver Broncos,Tight Ends
Clancy Barone,2016,Denver Broncos,Offensive Line
James Cregg,2016,Denver Broncos,Assistant Offensive Line
Klint Kubiak,2016,Denver Broncos,Offensive Assistant/Quarterbacks
Phil Rauscher,2016,Denver Broncos,Coaching Assistant
Bill Kollar,2016,Denver Broncos,Defensive Line
Reggie Herring,2016,Denver Broncos,Linebackers
Fred Pagac,2016,Denver Broncos,Outside Linebackers
Joe Woods,2016,Denver Broncos,Defensive Backs
Samson Brown,2016,Denver Broncos,Assistant Secondary
Chris Beake,2016,Denver Broncos,Defensive Assistant
Thad Bogardus,2016,Denver Broncos,Coaching Assistant
Tony Coaxum,2016,Denver Broncos,Assistant Special Teams
Chris Gould,2016,Denver Broncos,Coaching Assistant
Luke Richesson,2016,Denver Broncos,Strength And Conditioning
Mike Eubanks,2016,Denver Broncos,Assistant Strength And Conditioning
Anthony Lomando,2016,Denver Broncos,Assistant Strength And Conditioning
Dennis Love,2016,Denver Broncos,Assistant Strength And Conditioning
Mike McCarthy,2016,Green Bay Packers,Head Coach
Tom Clements,2016,Green Bay Packers,Associate Head Coach/Offense
Winston Moss,2016,Green Bay Packers,Associate Head Coach/Linebackers
Alex Van Pelt,2016,Green Bay Packers,Quarterbacks
Ben Sirmans,2016,Green Bay Packers,Running Backs
Luke Getsy,2016,Green Bay Packers,Wide Receivers
Brian Angelichio,2016,Green Bay Packers,Tight Ends
James Campen,2016,Green Bay Packers,Offensive Line
David Raih,2016,Green Bay Packers,Assistant Offensive Line
Mike Trgovac,2016,Green Bay Packers,Defensive Line
Scott McCurley,2016,Green Bay Packers,Assistant Linebackers
Joe Whitt Jr,2016,Green Bay Packers,Secondary Cornerbacks
Darren Perry,2016,Green Bay Packers,Secondary Safeties
Jerry Montgomery,2016,Green Bay Packers,Defensive Front Assistant
Ejiro Evero,2016,Green Bay Packers,Defensive Quality Control
Chris Gizzi,2016,Green Bay Packers,Strength And Conditioning Assistant
Thadeus Jackson,2016,Green Bay Packers,Strength And Conditioning Assistant
Grant Thorne,2016,Green Bay Packers,Strength And Conditioning Assistant
Bill O'Brien,2016,Houston Texans,Head Coach
Charles London,2016,Houston Texans,Running Backs
Sean Ryan,2016,Houston Texans,Wide Receivers
John Perry,2016,Houston Texans,Tight Ends
Mike Devlin,2016,Houston Texans,Offensive Line
Pat O'Hara,2016,Houston Texans,Offensive Assistant
Tim Kelly,2016,Houston Texans,Offensive Quality Control/Assistant Offensive Line
Anthony Weaver,2016,Houston Texans,Defensive Line
Mike Vrabel,2016,Houston Texans,Linebackers
John Butler,2016,Houston Texans,Secondary
Anthony Midget,2016,Houston Texans,Assistant Secondary
Shane Bowen,2016,Houston Texans,Defensive Assistant
Will Lawing,2016,Houston Texans,Defensive Quality Control
Craig Fitzgerald,2016,Houston Texans,Head Strength And Conditioning
Sean Hayes,2016,Houston Texans,Assistant Strength And Conditioning
Brian Bell,2016,Houston Texans,Assistant Strength And Conditioning
Ian Jones,2016,Houston Texans,Strength And Conditioning Intern/Assistant Strength And Conditioning
Chuck Pagano,2016,Indianapolis Colts,Head Coach
Joe Philbin,2016,Indianapolis Colts,Assistant Head Coach/Offensive Line
Jeff Popovich,2016,Indianapolis Colts,Assistant To The Head Coach
Brian Schottenheimer,2016,Indianapolis Colts,Quarterbacks
Jemal Singleton,2016,Indianapolis Colts,Running Backs
Lee Hull,2016,Indianapolis Colts,Wide Receivers
Jim Hostler,2016,Indianapolis Colts,Tight Ends
Joe Gilbert,2016,Indianapolis Colts,Assistant Offensive Line
Tim Berbenich,2016,Indianapolis Colts,Offensive Assistant/Assistant Quarterbacks Coach
Frank Giufre,2016,Indianapolis Colts,Offensive Quality Control
Gary Emanuel,2016,Indianapolis Colts,Defensive Line
Jim Herrmann,2016,Indianapolis Colts,Linebackers
Brad White,2016,Indianapolis Colts,Outside Linebackers
Greg Williams,2016,Indianapolis Colts,Secondary
Shawn Terlecky,2016,Indianapolis Colts,Defensive Quality Control
Maurice Drayton,2016,Indianapolis Colts,Assistant Special Teams
Darren Krein,2016,Indianapolis Colts,Strength And Conditioning
Richard Howell,2016,Indianapolis Colts,Assistant Strength And Conditioning
Gus Bradley,2016,Jacksonville Jaguars,Head Coach
Doug Marrone,2016,Jacksonville Jaguars,Assistant Head Coach-Offense/Offensive Line
Tyler Wolf,2016,Jacksonville Jaguars,Head Coach Associate
ElizaBeth Mayers,2016,Jacksonville Jaguars,Assistant To The Head Coach And Administrator Of Coaching Operations
Nathaniel Hackett,2016,Jacksonville Jaguars,Quarterbacks
Kelly Skipper,2016,Jacksonville Jaguars,Running Backs
Jerry Sullivan,2016,Jacksonville Jaguars,Wide Receivers
Tony Sorrentino,2016,Jacksonville Jaguars,Assistant Wide Receivers
Ron Middleton,2016,Jacksonville Jaguars,Tight Ends/Assistant Special Teams
John Benton,2016,Jacksonville Jaguars,Assistant Offensive Line
John Donovan,2016,Jacksonville Jaguars,Offensive Quality Control
Chris O'Hara,2016,Jacksonville Jaguars,Offensive Coaches Assistant
Aaron Whitecotton,2016,Jacksonville Jaguars,Assistant Defensive Line
Robert Saleh,2016,Jacksonville Jaguars,Linebackers
