name,team,year,position,phase,level,win,loss,tie
Larry Kirksey,Detroit Lions,2002,Wide Receivers,Offense,Positional,3.0,13.0,0.0
Sean Kugler,Detroit Lions,2002,Tight Ends,Offense,Positional,3.0,13.0,0.0
Carl Mauck,Detroit Lions,2002,Offensive Line,Offense,Positional,3.0,13.0,0.0
Sherman Lewis,Detroit Lions,2002,Special Assistant/Offense,Offense,Coordinator,3.0,13.0,0.0
Mike McHugh,Detroit Lions,2002,Quality Control/Offensive Assistant,Offense,Positional,3.0,13.0,0.0
Charles Haley,Detroit Lions,2002,Defensive Line,Defense,Positional,3.0,13.0,0.0
John Marshall,Detroit Lions,2002,Assistant Defensive Line,Defense,Positional,3.0,13.0,0.0
Glenn Pires,Detroit Lions,2002,Linebackers,Defense,Positional,3.0,13.0,0.0
Richard Selcer,Detroit Lions,2002,Defensive Nickel Package,Defense,Positional,3.0,13.0,0.0
Don Clemons,Detroit Lions,2002,Quality Control/Defensive Assistant,Defense,Positional,3.0,13.0,0.0
Chuck Priefer,Detroit Lions,2002,Special Teams,Special Teams,Coordinator,3.0,13.0,0.0
Kevin O'Dea,Detroit Lions,2002,Assistant Special Teams,Special Teams,Coordinator,3.0,13.0,0.0
Jason Arapoff,Detroit Lions,2002,Strength And Conditioning,,,3.0,13.0,0.0
Malcolm Blacken,Detroit Lions,2002,Assistant Strength And Conditioning,,Positional,3.0,13.0,0.0
Larry Beightol,Green Bay Packers,2002,Offensive Line,Offense,Positional,12.0,4.0,0.0
Pat Ruel,Green Bay Packers,2002,Assistant Offensive Line,Offense,Positional,12.0,4.0,0.0
Jethro Franklin,Green Bay Packers,2002,Defensive Line,Defense,Positional,12.0,4.0,0.0
Bo Pelini,Green Bay Packers,2002,Linebackers,Defense,Positional,12.0,4.0,0.0
Lionel Washington,Green Bay Packers,2002,Assistant Defensive Backs,Defense,Positional,12.0,4.0,0.0
Brad Miller,Green Bay Packers,2002,Quality Control/Defensive Assistant,Defense,Positional,12.0,4.0,0.0
Frank Novak,Green Bay Packers,2002,Special Teams,Special Teams,Coordinator,12.0,4.0,0.0
Stan Drayton,Green Bay Packers,2002,Special Teams-Offense/Quality Control Assistant,Offense,Coordinator,12.0,4.0,0.0
Barry Rubin,Green Bay Packers,2002,Strength And Conditioning,,,12.0,4.0,0.0
Mark Lovat,Green Bay Packers,2002,Strength And Conditioning Assistant,,Positional,12.0,4.0,0.0
Vince Workman,Green Bay Packers,2002,Weight Room Assistant,,Positional,12.0,4.0,0.0
Tony Marciano,Houston Texans,2002,Offensive Line,Offense,Positional,4.0,12.0,0.0
Steve Marshall,Houston Texans,2002,Assistant Offensive Line,Offense,Positional,4.0,12.0,0.0
Reggie Herring,Houston Texans,2002,Linebackers,Defense,Positional,4.0,12.0,0.0
Jon Hoke,Houston Texans,2002,Defensive Backs/Secondary,Defense,Positional,4.0,12.0,0.0
Eric Sutulovich,Houston Texans,2002,Assistant Special Teams,Special Teams,Coordinator,4.0,12.0,0.0
Dan Riley,Houston Texans,2002,Strength And Conditioning,,,4.0,12.0,0.0
Ray Wright,Houston Texans,2002,Assistant Strength And Conditioning,,Positional,4.0,12.0,0.0
Gene Huey,Indianapolis Colts,2002,Running Backs,Offense,Positional,10.0,6.0,0.0
Howard Mudd,Indianapolis Colts,2002,Offensive Line,Offense,Positional,10.0,6.0,0.0
Ricky Thomas,Indianapolis Colts,2002,Offensive Quality Control,Offense,Positional,10.0,6.0,0.0
John Teerlinck,Indianapolis Colts,2002,Defensive Line,Defense,Positional,10.0,6.0,0.0
Mike Murphy,Indianapolis Colts,2002,Linebackers,Defense,Positional,10.0,6.0,0.0
Diron Reynolds,Indianapolis Colts,2002,Defensive Quality Control,Defense,Positional,10.0,6.0,0.0
Russ Purnell,Indianapolis Colts,2002,Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
Jon Torine,Indianapolis Colts,2002,Strength And Conditioning,,,10.0,6.0,0.0
Richard Howell,Indianapolis Colts,2002,Assistant Strength And Conditioning,,Positional,10.0,6.0,0.0
Jerald Ingram,Jacksonville Jaguars,2002,Running Backs,Offense,Positional,6.0,10.0,0.0
John McNulty,Jacksonville Jaguars,2002,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Mike Maser,Jacksonville Jaguars,2002,Offensive Line,Offense,Positional,6.0,10.0,0.0
Ty Knott,Jacksonville Jaguars,2002,Offensive Quality Control,Offense,Positional,6.0,10.0,0.0
Lucious Selmon,Jacksonville Jaguars,2002,Defensive Line,Defense,Positional,6.0,10.0,0.0
Steve Szabo,Jacksonville Jaguars,2002,Linebackers,Defense,Positional,6.0,10.0,0.0
Mike Priefer,Jacksonville Jaguars,2002,Assistant Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Jerry Palmieri,Jacksonville Jaguars,2002,Strength And Conditioning,,,6.0,10.0,0.0
Greg Finnegan,Jacksonville Jaguars,2002,Assistant Strength And Conditioning,,Positional,6.0,10.0,0.0
James Saxon,Kansas City Chiefs,2002,Running Backs,Offense,Positional,8.0,8.0,0.0
Charlie Joiner,Kansas City Chiefs,2002,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Irv Eatman,Kansas City Chiefs,2002,Assistant Offensive Line,Offense,Positional,8.0,8.0,0.0
Jason Verduzco,Kansas City Chiefs,2002,Quality Control/Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Bob Saunders,Kansas City Chiefs,2002,Offensive Quality Control,Offense,Positional,8.0,8.0,0.0
Carl Hairston,Kansas City Chiefs,2002,Defensive Line,Defense,Positional,8.0,8.0,0.0
Bob Karmelowicz,Kansas City Chiefs,2002,Defensive Line,Defense,Positional,8.0,8.0,0.0
Darvin Wallis,Kansas City Chiefs,2002,Quality Control/Defensive Assistant,Defense,Positional,8.0,8.0,0.0
Frank Gansz Jr,Kansas City Chiefs,2002,Special Teams,Special Teams,Coordinator,8.0,8.0,0.0
Thomas McGaughey,Kansas City Chiefs,2002,Assistant Special Teams,Special Teams,Coordinator,8.0,8.0,0.0
Jeff Hurd,Kansas City Chiefs,2002,Strength And Conditioning,,,8.0,8.0,0.0
Billy Long,Kansas City Chiefs,2002,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Joel Collier,Miami Dolphins,2002,Running Backs,Offense,Positional,9.0,7.0,0.0
Robert Ford,Miami Dolphins,2002,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Pat Jones,Miami Dolphins,2002,Tight Ends,Offense,Positional,9.0,7.0,0.0
Tony Wise,Miami Dolphins,2002,Offensive Line,Offense,Positional,9.0,7.0,0.0
Judd Garrett,Miami Dolphins,2002,Offensive Quality Control,Offense,Positional,9.0,7.0,0.0
Clarence Brooks,Miami Dolphins,2002,Defensive Line,Defense,Positional,9.0,7.0,0.0
Mel Phillips,Miami Dolphins,2002,Secondary,Defense,Positional,9.0,7.0,0.0
Bill Lewis,Miami Dolphins,2002,Defensive Nickel Package,Defense,Positional,9.0,7.0,0.0
Robert Nunn,Miami Dolphins,2002,Defensive Quality Control/Assistant Defensive Line,Defense,Positional,9.0,7.0,0.0
Keith Armstrong,Miami Dolphins,2002,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Bernie Parmalee,Miami Dolphins,2002,Assistant Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Doug Blevins,Miami Dolphins,2002,Kicking,Special Teams,,9.0,7.0,0.0
John Gamble,Miami Dolphins,2002,Strength And Conditioning,,,9.0,7.0,0.0
Brad Roll,Miami Dolphins,2002,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Dean Dalton,Minnesota Vikings,2002,Running Backs,Offense,Positional,6.0,10.0,0.0
Charlie Baggett,Minnesota Vikings,2002,Wide Receivers,Offense,Positional,6.0,10.0,0.0
John Tice,Minnesota Vikings,2002,Assistant Offensive Line/Tight Ends,Offense,Positional,6.0,10.0,0.0
Jim Panagos,Minnesota Vikings,2002,Quality Control/Offensive Assistant,Offense,Positional,6.0,10.0,0.0
Brian Baker,Minnesota Vikings,2002,Linebackers,Defense,Positional,6.0,10.0,0.0
Chuck Knox Jr,Minnesota Vikings,2002,Defensive Backfield,Defense,Positional,6.0,10.0,0.0
Pete Bercich,Minnesota Vikings,2002,Quality Control/Defensive Assistant,Defense,Positional,6.0,10.0,0.0
Jay Hayes,Minnesota Vikings,2002,Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Steve Wetzel,Minnesota Vikings,2002,Strength And Conditioning,,,6.0,10.0,0.0
Daryl Lawrence,Minnesota Vikings,2002,Assistant Strength And Conditioning,,Positional,6.0,10.0,0.0
Dante Scarnecchia,New England Patriots,2002,Offensive Line/Assistant Head Coach,Head,Head,9.0,7.0,0.0
Ivan Fears,New England Patriots,2002,Running Backs,Offense,Positional,9.0,7.0,0.0
Nick Caserio,New England Patriots,2002,Coaching Assistant,,Positional,9.0,7.0,0.0
Pepper Johnson,New England Patriots,2002,Inside Linebackers,Defense,Positional,9.0,7.0,0.0
Brad Seely,New England Patriots,2002,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Mike Woicik,New England Patriots,2002,Strength And Conditioning,,,9.0,7.0,0.0
Markus Paul,New England Patriots,2002,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Russ Ball,New Orleans Saints,2002,Senior Football Administrator,,,9.0,7.0,0.0
Hubbard Alexander,New Orleans Saints,2002,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Bob Palcic,New Orleans Saints,2002,Tight Ends,Offense,Positional,9.0,7.0,0.0
Jack Henry,New Orleans Saints,2002,Offensive Line,Offense,Positional,9.0,7.0,0.0
Danny Langsdorf,New Orleans Saints,2002,Quality Control/Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Sam Clancy,New Orleans Saints,2002,Defensive Line,Defense,Positional,9.0,7.0,0.0
Winston Moss,New Orleans Saints,2002,Linebackers,Defense,Positional,9.0,7.0,0.0
Joe Baker,New Orleans Saints,2002,Assistant Secondary,Defense,Positional,9.0,7.0,0.0
Greg Brown,New Orleans Saints,2002,Quality Control/Defensive Assistant,Defense,Positional,9.0,7.0,0.0
Al Everest,New Orleans Saints,2002,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Rock Gullickson,New Orleans Saints,2002,Strength And Conditioning,,,9.0,7.0,0.0
Evan Marcus,New Orleans Saints,2002,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Jimmy Robinson,New York Giants,2002,Wide Receivers,Offense,Positional,10.0,6.0,0.0
Jim McNally,New York Giants,2002,Offensive Line,Offense,Positional,10.0,6.0,0.0
Jay Robertson,New York Giants,2002,Offensive Quality Control,Offense,Positional,10.0,6.0,0.0
Denny Marcin,New York Giants,2002,Defensive Line,Defense,Positional,10.0,6.0,0.0
DeWayne Walker,New York Giants,2002,Defensive Backs,Defense,Positional,10.0,6.0,0.0
Bruce Read,New York Giants,2002,Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
John Dunn,New York Giants,2002,Strength And Conditioning,,,10.0,6.0,0.0
Craig Stoddard,New York Giants,2002,Assistant Strength And Conditioning,,Positional,10.0,6.0,0.0
Herman Edwards,New York Jets,2002,Head Coach,Head,Head,9.0,7.0,0.0
Bishop Harris,New York Jets,2002,Running Backs,Offense,Positional,9.0,7.0,0.0
Mose Rison,New York Jets,2002,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Phil Pettey,New York Jets,2002,Tight Ends,Offense,Positional,9.0,7.0,0.0
Eric Price,New York Jets,2002,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Mike Henning,New York Jets,2002,Offensive Quality Control,Offense,Positional,9.0,7.0,0.0
Bill Bradley,New York Jets,2002,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Dave Merritt,New York Jets,2002,Linebackers/Defensive Assistant,Defense,Positional,9.0,7.0,0.0
Al Roberts,New York Jets,2002,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
John Lott,New York Jets,2002,Strength And Conditioning,,,9.0,7.0,0.0
Sal Alosi,New York Jets,2002,Strength Assistant,,Positional,9.0,7.0,0.0
Skip Peete,Oakland Raiders,2002,Running Backs,Offense,Positional,11.0,5.0,0.0
Fred Biletnikoff,Oakland Raiders,2002,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Jay Norvell,Oakland Raiders,2002,Tight Ends,Offense,Positional,11.0,5.0,0.0
Chris Turner,Oakland Raiders,2002,Offensive Assistant,Offense,Positional,11.0,5.0,0.0
Mike Waufle,Oakland Raiders,2002,Defensive Line,Defense,Positional,11.0,5.0,0.0
Chris Griswold,Oakland Raiders,2002,Defense/Quality Control,Defense,Positional,11.0,5.0,0.0
Don Martin,Oakland Raiders,2002,Defense/Quality Control,Defense,Positional,11.0,5.0,0.0
Willie Brown,Oakland Raiders,2002,Squad Development,,,11.0,5.0,0.0
Ted Williams,Philadelphia Eagles,2002,Running Backs,Offense,Positional,12.0,4.0,0.0
David Culley,Philadelphia Eagles,2002,Wide Receivers,Offense,Positional,12.0,4.0,0.0
Tom Melvin,Philadelphia Eagles,2002,Tight Ends,Offense,Positional,12.0,4.0,0.0
Mike Kelly,Philadelphia Eagles,2002,Offensive Quality Control,Offense,Positional,12.0,4.0,0.0
Tommy Brasher,Philadelphia Eagles,2002,Defensive Line,Defense,Positional,12.0,4.0,0.0
Dave Toub,Philadelphia Eagles,2002,Special Teams/Quality Control,Special Teams,Coordinator,12.0,4.0,0.0
Rick Burkholder,Philadelphia Eagles,2002,Head Athletic Trainer,Head,Head,12.0,4.0,0.0
Mike Wolf,Philadelphia Eagles,2002,Strength And Conditioning,,,12.0,4.0,0.0
Tom Kanavy,Philadelphia Eagles,2002,Assistant Strength And Conditioning,,Positional,12.0,4.0,0.0
Eric Sugarman,Philadelphia Eagles,2002,Assistant Trainer,,Positional,12.0,4.0,0.0
Bill Arnsparger,San Diego Chargers,2002,Associate Head Coach/Defense,Head,Head,8.0,8.0,0.0
James Lofton,San Diego Chargers,2002,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Tim Brewster,San Diego Chargers,2002,Tight Ends,Offense,Positional,8.0,8.0,0.0
Hudson Houck,San Diego Chargers,2002,Offensive Line,Offense,Positional,8.0,8.0,0.0
Pete Carmichael Jr,San Diego Chargers,2002,Quality Control/Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Wayne Nunnely,San Diego Chargers,2002,Defensive Line,Defense,Positional,8.0,8.0,0.0
Jerry Holmes,San Diego Chargers,2002,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Dave Redding,San Diego Chargers,2002,Strength And Conditioning,,,8.0,8.0,0.0
Matt Schiotz,San Diego Chargers,2002,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Bill Walsh,San Francisco 49ers,2002,Consultant,,,10.0,6.0,0.0
Tom Rathman,San Francisco 49ers,2002,Running Backs,Offense,Positional,10.0,6.0,0.0
George Stewart,San Francisco 49ers,2002,Wide Receivers,Offense,Positional,10.0,6.0,0.0
Tom Batta,San Francisco 49ers,2002,Tight Ends,Offense,Positional,10.0,6.0,0.0
Patrick Morris,San Francisco 49ers,2002,Offensive Line,Offense,Positional,10.0,6.0,0.0
Andy Sugarman,San Francisco 49ers,2002,Offensive Assistant,Offense,Positional,10.0,6.0,0.0
Dwaine Board,San Francisco 49ers,2002,Defensive Line,Defense,Positional,10.0,6.0,0.0
Brett Maxie,San Francisco 49ers,2002,Secondary,Defense,Positional,10.0,6.0,0.0
Chris Beake,San Francisco 49ers,2002,Defensive Assistant,Defense,Positional,10.0,6.0,0.0
Bruce DeHaven,San Francisco 49ers,2002,Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
Stan Parrish,Tampa Bay Buccaneers,2002,Quarterbacks,Offense,Positional,12.0,4.0,0.0
Kirby Wilson,Tampa Bay Buccaneers,2002,Running Backs,Offense,Positional,12.0,4.0,0.0
Richard Mann,Tampa Bay Buccaneers,2002,Wide Receivers,Offense,Positional,12.0,4.0,0.0
Art Valero,Tampa Bay Buccaneers,2002,Tight Ends,Offense,Positional,12.0,4.0,0.0
Michael Christianson,Tampa Bay Buccaneers,2002,Assistant Offensive Line,Offense,Positional,12.0,4.0,0.0
Richard Bisaccia,Tampa Bay Buccaneers,2002,Special Teams,Special Teams,Coordinator,12.0,4.0,0.0
Johnny Parker,Tampa Bay Buccaneers,2002,Strength And Conditioning,,,12.0,4.0,0.0
Mike Morris,Tampa Bay Buccaneers,2002,Assistant Strength And Conditioning,,Positional,12.0,4.0,0.0
Craig Johnson,Tennessee Titans,2002,Quarterbacks,Offense,Positional,11.0,5.0,0.0
Steve Walters,Tennessee Titans,2002,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Ned James,Tennessee Titans,2002,Quality Control/Offensive Assistant,Offense,Positional,11.0,5.0,0.0
Jim Washburn,Tennessee Titans,2002,Defensive Line,Defense,Positional,11.0,5.0,0.0
Everett Withers,Tennessee Titans,2002,Defensive Backs,Defense,Positional,11.0,5.0,0.0
Alan Lowry,Tennessee Titans,2002,Special Teams,Special Teams,Coordinator,11.0,5.0,0.0
Steve Watterson,Tennessee Titans,2002,Strength And Conditioning,,,11.0,5.0,0.0
Sammy Cribb,Tennessee Titans,2002,Assistant Strength And Conditioning,,Positional,11.0,5.0,0.0
Noah Brindise,Washington Redskins,2002,Assistant Quarterbacks,Offense,Positional,7.0,9.0,0.0
Steve Spurrier Jr,Washington Redskins,2002,Wide Receivers,Offense,Positional,7.0,9.0,0.0
Lawson Holland,Washington Redskins,2002,Tight Ends,Offense,Positional,7.0,9.0,0.0
John Hunt,Washington Redskins,2002,Assistant Offensive Line,Offense,Positional,7.0,9.0,0.0
Ricky Hunley,Washington Redskins,2002,Defensive Line,Defense,Positional,7.0,9.0,0.0
DeChon Burns,Washington Redskins,2002,Quality Control/Assistant Defensive Line,Defense,Positional,7.0,9.0,0.0
George Catavolos,Washington Redskins,2002,Defensive Backs,Defense,Positional,7.0,9.0,0.0
Kirk Olivadotti,Washington Redskins,2002,Assistant Defensive Backs,Defense,Positional,7.0,9.0,0.0
Mike Stock,Washington Redskins,2002,Special Teams,Special Teams,Coordinator,7.0,9.0,0.0
Jim Collins,Washington Redskins,2002,Assistant Special Teams/Assistant Linebackers,Defense,Coordinator,7.0,9.0,0.0
Chip Morton,Washington Redskins,2002,Strength And Conditioning,,,7.0,9.0,0.0
John Hastings,Washington Redskins,2002,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Johnny Roland,Arizona Cardinals,2003,Running Backs,Offense,Positional,4.0,12.0,0.0
Tyke Tolbert,Arizona Cardinals,2003,Wide Receivers,Offense,Positional,4.0,12.0,0.0
Marty Galbraith,Arizona Cardinals,2003,Tight Ends,Offense,Positional,4.0,12.0,0.0
George Warhop,Arizona Cardinals,2003,Offensive Line,Offense,Positional,4.0,12.0,0.0
Mike Devlin,Arizona Cardinals,2003,Assistant Offensive Line/Offensive Quality Control,Offense,Positional,4.0,12.0,0.0
Joe Greene,Arizona Cardinals,2003,Defensive Line,Defense,Positional,4.0,12.0,0.0
Cary Godette,Arizona Cardinals,2003,Assistant Defensive Line,Defense,Positional,4.0,12.0,0.0
Jeff FitzGerald,Arizona Cardinals,2003,Linebackers,Defense,Positional,4.0,12.0,0.0
Ron Milus,Arizona Cardinals,2003,Defensive Backs,Defense,Positional,4.0,12.0,0.0
Hank Kuhlmann,Arizona Cardinals,2003,Special Teams,Special Teams,Coordinator,4.0,12.0,0.0
Stan Kwan,Arizona Cardinals,2003,Defensive Quality Control/Special Teams Assistant,Defense,Coordinator,4.0,12.0,0.0
Bob Rogucki,Arizona Cardinals,2003,Strength And Conditioning,,,4.0,12.0,0.0
Mike Johnson,Atlanta Falcons,2003,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Ollie Wilson,Atlanta Falcons,2003,Running Backs,Offense,Positional,5.0,11.0,0.0
George Stewart,Atlanta Falcons,2003,Wide Receivers,Offense,Positional,5.0,11.0,0.0
James Daniel,Atlanta Falcons,2003,Tight Ends,Offense,Positional,5.0,11.0,0.0
Rennie Simmons,Atlanta Falcons,2003,Offensive Line,Offense,Positional,5.0,11.0,0.0
Bill Johnson,Atlanta Falcons,2003,Defensive Line,Defense,Positional,5.0,11.0,0.0
Billy Davis,Atlanta Falcons,2003,Linebackers,Defense,Positional,5.0,11.0,0.0
Joe DeCamillis,Atlanta Falcons,2003,Special Teams,Special Teams,Coordinator,5.0,11.0,0.0
Al Miller,Atlanta Falcons,2003,Strength And Conditioning,,,5.0,11.0,0.0
Rocky Colburn,Atlanta Falcons,2003,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
David Shaw,Baltimore Ravens,2003,Quarterbacks/Wide Receivers,Offense,Positional,10.0,6.0,0.0
Matt Simon,Baltimore Ravens,2003,Running Backs,Offense,Positional,10.0,6.0,0.0
Wade Harman,Baltimore Ravens,2003,Assistant Offensive Line/Tight Ends,Offense,Positional,10.0,6.0,0.0
Donnie Henderson,Baltimore Ravens,2003,Secondary,Defense,Positional,10.0,6.0,0.0
Phil Zacharias,Baltimore Ravens,2003,Outside Linebackers/Defensive Assistant,Defense,Positional,10.0,6.0,0.0
Bennie Thompson,Baltimore Ravens,2003,Special Teams Assistant,Special Teams,Coordinator,10.0,6.0,0.0
Jeff Friday,Baltimore Ravens,2003,Strength And Conditioning,,,10.0,6.0,0.0
Paul Ricci,Baltimore Ravens,2003,Assistant Strength And Conditioning,,Positional,10.0,6.0,0.0
Scott O'Brien,Carolina Panthers,2003,Special Teams/Assistant Head Coach,Head,Head,11.0,5.0,0.0
Dave Magazu,Carolina Panthers,2003,Tight Ends,Offense,Positional,11.0,5.0,0.0
Mike Maser,Carolina Panthers,2003,Offensive Line,Offense,Positional,11.0,5.0,0.0
Sal Sunseri,Carolina Panthers,2003,Defensive Line,Defense,Positional,11.0,5.0,0.0
Sam Mills,Carolina Panthers,2003,Linebackers,Defense,Positional,11.0,5.0,0.0
Rod Perry,Carolina Panthers,2003,Secondary,Defense,Positional,11.0,5.0,0.0
Martin Bayless,Carolina Panthers,2003,Defensive Assistant,Defense,Positional,11.0,5.0,0.0
Danny Crossman,Carolina Panthers,2003,Assistant Strength And Conditioning/Special Teams Assistant,Special Teams,Coordinator,11.0,5.0,0.0
Jerry Simmons,Carolina Panthers,2003,Strength And Conditioning,,,11.0,5.0,0.0
Earle Mosley,Chicago Bears,2003,Running Backs,Offense,Positional,7.0,9.0,0.0
Pat Flaherty,Chicago Bears,2003,Tight Ends,Offense,Positional,7.0,9.0,0.0
Bob Wylie,Chicago Bears,2003,Offensive Line,Offense,Positional,7.0,9.0,0.0
Pete Carmichael Jr,Chicago Bears,2003,Offensive Assistant,Offense,Positional,7.0,9.0,0.0
Charlie Coiner,Chicago Bears,2003,Offensive Quality Control,Offense,Positional,7.0,9.0,0.0
Larry Brooks,Chicago Bears,2003,Defensive Line Coach,Defense,Positional,7.0,9.0,0.0
Richard Dent,Chicago Bears,2003,Assistant Defensive Line,Defense,Positional,7.0,9.0,0.0
Vance Bedford,Chicago Bears,2003,Defensive Backs,Defense,Positional,7.0,9.0,0.0
Chuck Bullough,Chicago Bears,2003,Secondary/Assistant Special Teams/Defensive Quality Control/Assistant Defensive Backs,Defense,Coordinator,7.0,9.0,0.0
